ChannelName,post_body_text,published_at,LikesCount,SharesCount,CommentsCount,ViewsCount,is_safety_related,compound_score,sentiment
WSB-TV,"Details are limited, but NewsChopper 2 spotted crime scene tape near a gas station and on a Beltline path below the road.",2024-07-18T17:05:54.000Z,22.0,2.0,6.0,0.0,True,-0.7351,negative
WSB-TV,"Details are limited, but NewsChopper 2 spotted crime scene tape near a gas station and on a Beltline path below the road.",2024-07-18T17:05:54.000Z,22.0,2.0,6.0,0.0,True,-0.7351,negative
The Atlanta Journal-Constitution,"An inmate was able to walk out one of the 16 emergency exits of a northeast Atlanta corrections facility more than a week before allegedly killing a man Friday evening on the Beltline, officials said.",2024-07-09T21:30:11.000Z,15.0,2.0,4.0,0.0,True,-0.7906,negative
The Atlanta Journal-Constitution,"An inmate was able to walk out one of the 16 emergency exits of a northeast Atlanta corrections facility more than a week before allegedly killing a man Friday evening on the Beltline, officials said.",2024-07-09T21:30:11.000Z,15.0,2.0,4.0,0.0,True,-0.7906,negative
11Alive News,"William Coleman was denied bond in court Monday. Coleman is accused of stabbing and killing an unhoused man Friday near the BeltLine, according to a spokesperson for the BeltLine. There is security footage of the alleged crime. 

A representative from the Georgia Department of Corrections told 11Alive that Coleman left the Atlanta Transitional Center, on Ponce de Leon Avenue, on June 22. and never returned. The center is not gated and sits near several business and housing units. 

In a statement Monday, GDOC said transitional centers assist offenders in returning to society in a structured setting.

""Unfortunately, some individuals make a decision not to return to the facility from their jobs or otherwise leave the facility,"" the statement reads. ""When that occurs, the GDC dedicates all of our Fugitive Unit resources toward immediate action and recapture, to include communication with our law enforcement partners in the community.""

Click the link in the bio for the full story. 

#11Alive #Atlanta #PublicSafety #EscapedInmate",2024-07-09T21:15:09.000Z,97.0,0.0,0.0,0.0,True,-0.9231,negative
11Alive News,"William Coleman was denied bond in court Monday. Coleman is accused of stabbing and killing an unhoused man Friday near the BeltLine, according to a spokesperson for the BeltLine. There is security footage of the alleged crime. 

A representative from the Georgia Department of Corrections told 11Alive that Coleman left the Atlanta Transitional Center, on Ponce de Leon Avenue, on June 22. and never returned. The center is not gated and sits near several business and housing units. 

In a statement Monday, GDOC said transitional centers assist offenders in returning to society in a structured setting.

""Unfortunately, some individuals make a decision not to return to the facility from their jobs or otherwise leave the facility,"" the statement reads. ""When that occurs, the GDC dedicates all of our Fugitive Unit resources toward immediate action and recapture, to include communication with our law enforcement partners in the community.""

Click the link in the bio for the full story. 

#11Alive #Atlanta #PublicSafety #EscapedInmate",2024-07-09T21:15:09.000Z,97.0,0.0,0.0,0.0,True,-0.9231,negative
11Alive News,"William Coleman was denied bond in court Monday. Coleman is accused of stabbing and killing an unhoused man Friday near the BeltLine, according to a spokesperson for the BeltLine. There is security footage of the alleged crime. 

A representative from the Georgia Department of Corrections told 11Alive that Coleman left the Atlanta Transitional Center, on Ponce de Leon Avenue, on June 22. and never returned. The center is not gated and sits near several business and housing units. 

In a statement Monday, GDOC said transitional centers assist offenders in returning to society in a structured setting.

""Unfortunately, some individuals make a decision not to return to the facility from their jobs or otherwise leave the facility,"" the statement reads. ""When that occurs, the GDC dedicates all of our Fugitive Unit resources toward immediate action and recapture, to include communication with our law enforcement partners in the community.""

Click the link in the bio for the full story. 

#11Alive #Atlanta #PublicSafety #EscapedInmate",2024-07-09T21:15:09.000Z,95.0,0.0,0.0,0.0,True,-0.9231,negative
WSB-TV,"Anyone who sees him is asked to call Atlanta Police, 911, or Crimestoppers to report his location. https://t.co/YZES9Je3Pt",2024-07-02T22:30:03.000Z,11.0,7.0,1.0,4619.0,True,0.0,neutral
Karyn Greer,"Busy intersection in midtown Atlanta near BeltLine closed for construction this week. The accidents in the area that are leading to the changes, LIVE on Channel 2 &gt;&gt;&gt;https://t.co/XndKO0vhyj",2024-06-10T11:52:39.000Z,3.0,0.0,6.0,473.0,True,-0.3182,negative
11Alive,"Atlanta city leaders say they are in favor of public transportation on the BeltLine but are concerned about adding a new streetcar line. ----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-04-25T16:35:23.000Z,0.0,0.0,0.0,87.0,True,0.7311,positive
Atlanta Journal-Constitution,"OPINION: The exit from I-20 to Bill Kennedy Way in Atlanta is becoming notorious. From 2018-2022, there were at least 23 car accidents at this highway exit. Then, in January 2024, another vehicle barreled into the barricades and onto the Atlanta Beltline. https://t.co/09WKAnpXJL",2024-04-19T16:30:07.000Z,1.0,0.0,2.0,2995.0,True,-0.6369,negative
The Atlanta Journal-Constitution,"OPINION: The exit from I-20 to Bill Kennedy Way in Atlanta is becoming notorious. From 2018-2022, there were at least 23 car accidents at this highway exit. Then, in January 2024, another vehicle barreled into the barricades and onto the Atlanta Beltline.",2024-04-19T16:30:07.000Z,3.0,0.0,1.0,0.0,True,-0.6369,negative
FOX 5 Atlanta,Hawkers Asian Street Food has reopened on the Atlanta BeltLine after a grease fire two years ago.,2024-04-03T04:10:04.000Z,58.0,3.0,11.0,0.0,True,-0.34,negative
FOX 5 Atlanta,Hawkers Asian Street Food reopens on Atlanta BeltLine after fire https://t.co/AoK2FwYECG,2024-04-02T10:00:13.000Z,0.0,0.0,0.0,1230.0,True,-0.34,negative
11Alive News,Popular Atlanta BeltLine restaurant Hawkers reopening after grease fire prompted years-long hiatus https://t.co/MgelFUGIMv,2024-04-01T17:34:03.000Z,3.0,0.0,0.0,1237.0,True,0.1027,positive
WSB-TV,A popular restaurant on the Atlanta Beltline that had to close for over two years after a fire will get new life this week.,2024-04-01T13:15:19.000Z,33.0,0.0,0.0,0.0,True,0.1027,positive
WSB-TV,A popular restaurant on the Atlanta Beltline that had to close for over two years after a fire will get new life this week. https://t.co/VOfcuPPRXD,2024-04-01T10:45:04.000Z,4.0,1.0,0.0,7153.0,True,0.1027,positive
Rough Draft Atlanta,"Hawkers Asian Street Food will finally reopen on April 1 along the Eastside BeltLine trail in Old Fourth Ward after a grease fire shut down the restaurant for over two years.
https://t.co/KtRNbIeryG",2024-03-20T15:54:47.000Z,1.0,0.0,0.0,398.0,True,-0.34,negative
11Alive,"The stretch would tie the Silver Comet Trail to the Atlanta BeltLine. ----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-03-11T16:53:51.000Z,1.0,0.0,0.0,199.0,True,0.6486,positive
11Alive,"According to our partners at the Atlanta Business Chronicle, a developer is hoping to turn an empty warehouse on White Street. ----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-03-08T18:10:56.000Z,0.0,0.0,0.0,71.0,True,0.7003,positive
11Alive,"According to the Atlanta Business Chronicle, MARTA is still working to finish the design of the project. ---

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-03-07T17:51:58.000Z,1.0,0.0,0.0,97.0,True,0.6486,positive
11Alive,"In 2023, developers added over 400 affordable units near the popular trail. ----

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appredirect/  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter (X): https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2024-01-30T17:49:49.000Z,6.0,0.0,0.0,177.0,True,0.7351,positive
11Alive,"The sunset Saturday was lovely, shining pastel colors on the horizon over the Atlanta Beltline near Ponce City Market.

For more: https://www.11alive.com/article/weather/atlanta-residents-take-to-outdoors-during-frigid-temperatures/85-306127f8-82dd-481d-b93d-6241a07c224f

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives.

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe 

Download our 11Alive News app: https://interactive.11alive.com/appredirect/ 
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV. 

Follow 11Alive on Social: 

Facebook: https://www.facebook.com/11Alive/
Twitter (X): https://twitter.com/11AliveNews
Instagram: https://www.instagram.com/11Alive/",2024-01-21T04:36:46.000Z,22.0,0.0,0.0,1477.0,True,0.7717,positive
"Life According To Marz, Story at 6","
						The People Are Waking Up AANND India Went To The MOON ;)https://www.marzlovesfreedom.com/post/the-people-are-waking-upShow more
A Must Watch - SUMMER BLOCKBUSTER MOVIE - President Trump
Listen up watch Trump slay it in this interview, absolutely perfect phone call.
Full audio released of Trump's phone call with Raffensperger - Don't miss DJT giving you a heavy dose of facts and numbers just like a stable genius.
Divide And Conquer With Matt Attack
69% of Republicans Believe 2020 Election is Illegitimate
Congratulations President Trump on your Senior club Champtionship win! We know you are a winner through and through. No time for losers. Best is yet to come.
Here is 'Whats her face', on the mask debacle slaying it again.This is one of the more powerful videos I’ve seen. This is Dr. Bill Deagle a decade foretelling of the New World Order via biopharmaceutical enslavement.
The Shackles Are Off Tucker Reports On Obama Having Gay Sex and Smoking Crack
WAYNE ROOT: Tucker is outing Obama as gay. But everyone is missing the Big Story. I’m Obama’s college classmate. I’ve been trying to warn America for 15 Years!
I always try to throw in a touch of the Holohoax programming in my blogs. Holohoax Denial - WWII Truth Bombs Are The Game Changer For The World
6 Jewish facts about GOP hopeful Vivek Ramaswamy, who proposes cut to Israel funding #SavingIsraelForLast
Oliver Anthony Accused of Promoting Antisemitic 9/11 Conspiracy Theories and he blasts his song’s role in GOP debate: ‘That song is written about the people on that stage’
See moment India becomes 4th country to land on the moon and President Trump's New Campaign AD #SoylentGreen
Juan O Savin, Nino & DR JAN HALPER-HAYES DISCUSS WHERE WE NEED TO BE IN ORDER TO MOVE FORWARD - Nino and Juan O Savin on Trump's Last Laugh - Q & A""If Fox News doesn't get on board the greatest MOVEMENT of all time, MAGA, they will continue to Hemorrhage Viewers and Ratings—They will never come back—The beautiful Golden Goose will be forever gone!"" Trump warns!Enemies Want To Stop Me - Greatest Witch Hunt Of All Time
Atlanta muralist creates Trump mug shot mural on Atlanta BeltLine
Biden Responds To Trump Mugshot As Crowd Sounds Off With Boos During His Ritzy Mountain Vacation
Ashley Biden Diary And OKeefe Media Group - OMG
RFK Jr Red Pilling About CIA and Operation Mockingbird Media w Mark Dice
Tucker Carlson Gets The Lasts Laugh
Exclusive — Donald Trump Jr.: ‘People Are Waking Up to What’s Going On’
GENERAL FLYNN BREAKS DOWN THE MOST ALARMING POINTS OF THE ‘DECLARATION OF NORTH AMERICA’General Flynn says we have one shot left and that’s the 2024 Election.
Georgia: True The Vote Says They “Have the Goods” on State Voter Rolls in 2020 - Elections have been stolen in the US since the 1800'sGeneral Flynn: “You’re looking at a guy who knows where the bodies are buried, metaphorically. I know exactly what rugs to look under. I know exactly what things to shut down. Why do they still fear me? They fear me because they have zero control over me. And my control mechanism is based on what’s best for our country.” 🔥🇺🇸Tom Renz, Lawyer and other testified the vaccines are killing people.
There never was a COVID pandemic nor a SARS CV02 - It was a behavior modification exercise. How did you do?“This last terror campaign backfire and the propaganda has backfired on itself.” Dr. David MartiSenator: You're saying the government has created weather tampering techniques so the ""NWO"" will be able to starve Americans and control the rest?More than 1,600 scientists, including two Nobel laureates, declare climate 'emergency' a myth
Dr. Meryl Nass: ‘We’re undergoing a soft coup’
BREAKING: CDC says new COVID variant is more contagious amount vaccinated people than those unvaccinated. #NothingToSeeHear
3.4% = Q Drop 34 = Q Clearance Patriot - My Fellow Americans - Trump was right!
Mark Levin on Fox News: ""This is an abuse of our justice system!""
Never forget how brutal these folks were to the unvaccinated. They wanted us to die.
Oprah and The Rock Campaign For Maui Victims #SoOutOfTouch
Q+ TRUMP: WAR ON CRIMES AGAINST HUMANITY! THE WORLDWIDE COVERT MILITARY INTELLIGENCE STING OPERATION
Charlie Kirk clip on a study why men and women are different! Keep in mind: You're putting down women by saying men can be women and vice versa. Enjoy the show!🎥🍿🎥🍿🎥🍿🎥🍿🎥🍿🎥🍿🎥🍿🎥🍿🎥🍿🎥
Show less					",2023-09-02T04:32:30.000Z,46.0,0.0,6.0,1120.0,True,-0.7651,negative
11Alive,"Atlanta's BeltLine is receiving the largest federal grant in its history, which will help connect the metro's commercial district and one of its Buckhead neighborhoods. Funds will be used to create a 2.2-mile network of multi-use trails between the Armour/Ottley and Lindbergh areas.

Read more: https://www.11alive.com/article/news/local/atlanta-beltline-awarded-25m-grant/85-f3d623a6-1987-4ef5-a331-ff080095186e


11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives.

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe 

Download our 11Alive News app: https://interactive.11alive.com/appredirect/ 
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV. 

Follow 11Alive on Social: 

Facebook: https://www.facebook.com/11Alive/
Twitter: https://twitter.com/11AliveNews
Instagram: https://www.instagram.com/11Alive/",2023-06-28T03:12:00.000Z,6.0,0.0,0.0,207.0,True,0.8151,positive
11Alive,"The Atlanta Police Department released a statement after officers investigated a white powdery substance that was found near the BeltLine Wednesday morning.

""We are aware of information suggesting two dogs ingested the flour and died. Bleached flour is non-toxic and does not appear to be deadly to animals,"" APD said. 

Read more: https://www.11alive.com/article/news/local/apd-statement-bleached-flour-found-near-atlanta-beltline/85-8fe66205-9e0b-41b5-aae7-7793e2441b87

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives.

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe 

Download our 11Alive News app: https://interactive.11alive.com/appredirect/ 
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV. 

Follow 11Alive on Social: 

Facebook: https://www.facebook.com/11Alive/
Twitter: https://twitter.com/11AliveNews
Instagram: https://www.instagram.com/11Alive/",2023-03-30T03:21:12.000Z,18.0,0.0,,943.0,True,0.4588,positive
Atlanta News First ,"Atlanta crime down, bell stolen from historic Black church, groundbreaking on Atlanta Westside Beltline trail.",2023-03-23T00:22:49.000Z,5.0,0.0,,92.0,True,-0.7717,negative
Atlanta News First,"Atlanta crime down, bell stolen from historic Black church, groundbreaking on Atlanta Westside Beltline trail.",2023-03-23T00:03:35.000Z,5.0,1.0,13.0,0.0,True,-0.7717,negative
11Alive,"The years-long project was among several topics discussed by the Atlanta City Council during its meeting. Councilmembers outlined the final plans during its regularly scheduled meeting.

Read more: https://www.11alive.com/article/news/local/atlanta-beltline-completed-by-2023-atlanta-council/85-c13c922b-c7ab-4338-b0b6-66a88971f375

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives.

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe 

Download our 11Alive News app: https://interactive.11alive.com/appredirect/ 
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV. 

Follow 11Alive on Social: 

Facebook: https://www.facebook.com/11Alive/
Twitter: https://twitter.com/11AliveNews
Instagram: https://www.instagram.com/11Alive/",2023-03-01T04:28:15.000Z,3.0,0.0,,195.0,True,0.6486,positive
11Alive,"The Atlanta regional commission is handing down $11 million to construct three new sections. 11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives.

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe 

Download our 11Alive News app: https://interactive.11alive.com/appredirect/ 
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV. 

Follow 11Alive on Social: 

Facebook: https://www.facebook.com/11Alive/
Twitter: https://twitter.com/11AliveNews
Instagram: https://www.instagram.com/11Alive/",2022-12-16T12:07:26.000Z,6.0,0.0,,226.0,True,0.6486,positive
11Alive,"The Atlanta Beltline will connect to the gardens with the expansion slated to be done by 2026. 11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives.

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe 

Download our 11Alive News app: https://interactive.11alive.com/appredirect/ 
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV. 

Follow 11Alive on Social: 

Facebook: https://www.facebook.com/11Alive/
Twitter: https://twitter.com/11AliveNews
Instagram: https://www.instagram.com/11Alive/",2022-11-22T22:54:34.000Z,3.0,0.0,,156.0,True,0.6486,positive
FOX 5 Atlanta,A new mural along the Atlanta BeltLine in Downtown Atlanta is paying tribute to the life of Migos rapper Takeoff as Atlanta’s mayor’s adds his voice to those concerned over the violence.  https://t.co/jPOjtBeRZX,2022-11-04T16:50:25.000Z,7.0,2.0,1.0,0.0,True,-0.6249,negative
11Alive,"A pair of local artists painted the mural this week in tribute to the Migos rapper who died in a Houston shooting.

The painting appears along the Westside BeltLine in the Old Fourth Ward neighborhood.

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Download our 11Alive News app: https://interactive.11alive.com/appre...  
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.  

Follow 11Alive on Social:  

Facebook: https://www.facebook.com/11Alive/ 
Twitter: https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/",2022-11-04T12:09:48.000Z,57.0,0.0,,1107.0,True,0.4588,positive
FOX 5 Atlanta,A new mural along the Atlanta BeltLine in Downtown Atlanta is paying tribute to the life of Migos rapper Takeoff as Atlanta’s mayor’s adds his voice to those concerned over the violence.,2022-11-04T02:10:53.000Z,111.0,6.0,7.0,0.0,True,-0.6249,negative
FOX 5 Atlanta,A new mural along the Atlanta BeltLine in Downtown Atlanta is paying tribute to the life of Migos rapper Takeoff as Atlanta’s mayor’s adds his voice to those concerned over the violence.  https://t.co/VVhmQSSBA5,2022-11-04T01:31:30.000Z,0.0,0.0,0.0,0.0,True,-0.6249,negative
11Alive,"The latest trail of the Atlanta BeltLine is now complete. 

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives.

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe 

Download our 11Alive News app: https://interactive.11alive.com/appre... 
Stream 24/7 on Roku, Amazon Fire TV: https://bit.ly/3TqWmiM 

Follow 11Alive on Social: 

Facebook: https://www.facebook.com/11Alive/
Twitter: https://twitter.com/11AliveNews
Instagram: https://www.instagram.com/11Alive/",2022-10-18T21:53:25.000Z,9.0,0.0,,230.0,True,0.6486,positive
WSB-TV,The markers are being placed after a woman says she waited on an ambulance for more than an hour after a head injury.  https://t.co/v6vzeJxqP7,2022-09-30T06:01:23.000Z,10.0,1.0,0.0,0.0,True,-0.4215,negative
Atlanta News First,"The Atlanta BeltLine is a huge attraction, but if you don’t know where you are when you call 911, it can put you in a dangerous situation. Check the link in our bio to learn more!",2022-09-29T00:01:13.000Z,12.0,0.0,1.0,0.0,True,-0.4199,negative
CBS46,"The Atlanta BeltLine is a huge attraction, but if you don’t know where you are when you call 911, it can put you in a dangerous situation. Full story: https://t.co/mykjgKs7XI",2022-09-29T00:01:04.000Z,1.0,2.0,2.0,0.0,True,-0.3612,negative
