ChannelName,post_body_text,published_at,LikesCount,SharesCount,CommentsCount,ViewsCount,is_safety_related,compound_score,sentiment,cluster
WSB-TV,He told police he accidentally left the car in drive and it began rolling when he hopped back in.,2023-05-31T00:31:06.000Z,505.0,23.0,36.0,0.0,True,-0.34,negative,2
WSB-TV,He told police he accidentally left the car in drive and it began rolling when he hopped back in.  https://t.co/RBaA4cDhEq,2023-05-30T22:45:18.000Z,2.0,3.0,2.0,12581.0,True,-0.34,negative,2
11Alive,"Officers said they believe the incident, which killed a 30-year-old woman, was targeted. There is no word on a suspect at this time: https://www.11alive.com/article/news/local/buckhead-residents-describe-shooting-that-killed-woman-in-uber/85-4c93bc76-be0c-4a5e-8b6d-88ac2a918b63

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe  

Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku and Amazon Fire TV.

11Alive is Where Atlanta Speaks. We believe that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives. 

Follow 11Alive on Social: 
Facebook: https://www.facebook.com/11Alive/ 
Twitter: https://twitter.com/11AliveNews 
Instagram: https://www.instagram.com/11Alive/  

Visit Site: https://www.11Alive.com/",2023-05-30T22:14:44.000Z,730.0,0.0,0.0,44575.0,True,0.1406,positive,1
Atlanta Journal-Constitution,Atlanta police are looking into what led up to a shooting that left a woman dead outside an apartment complex in southeast Buckhead Tuesday morning. https://t.co/0UmxqSf506,2023-05-30T11:00:01.000Z,4.0,2.0,2.0,7870.0,True,-0.6486,negative,1
Atlanta News First,UPDATE: Atlanta police say this was a targeted shooting and more than one gun was fired. ___________________________________________ BREAKING: A homicide investigation has forced street closures Tuesday morning in northeast Atlanta.,2023-05-30T10:39:48.000Z,60.0,17.0,7.0,0.0,True,-0.8505,negative,1
JasonRamsey,"“Who are mostly on the news getting robbed, getting raped? The average person. What I’m creating is a necessary evil. It’s a necessity,” Brown told Atlanta News First.

Black Wolf is the latest service catering to the crime hysterical, the type of person who views American cities as descending into a Mad Max-style violent free-for-all. The service pitches itself to executive-types who might need bodyguard protection, and also to ""women, school kids, and regular people who want peace of mind in this crazy world,"" according to its website. The app even offers a ""school shuttle driver"" service, which is a ""door-to-door solution for parents juggling work and family."" 

https://www.vice.com/en/article/93kaze/a-new-uber-clone-with-armed-drivers-is-the-app-for-a-violent-and-paranoid-america",2023-05-24T20:43:51.330Z,,,0.0,0.0,True,-0.9446,negative,1
UTubekookdetector,"#AOC and creepy Sam Seder #samseder #majorityreport suddenly worried about dead black folks in NYCShow more
A previous video I did focusing on arrest demographics in NYC & New York State. The latter is on Buffalo, New York itself. https://rumble.com/v15vk83-divorcees-sam-seder-and-old-fart-rants-are-suddenly-concerned-about-dead-pe.html https://rumble.com/v15dy6b-sam-seder-and-old-fart-rants-are-suddenly-concerned-about-dead-people-in-bu.html https://www.criminaljustice.ny.gov/crimnet/ojsa/adult-arrest-demographics.html
New York City Homicide Victims 2022 https://homicidenyc.com/nyc-2022-homicide-victims/
New York City Supplemental Homicide Reports https://www.nyc.gov/site/nypd/stats/reports-analysis/homicide.page
The spike in murder in New York City, particularly the rise in violent crime on the subway can be laid at the feet of the New York City Council & uneducated, mentally ill folks like #AOC https://rumble.com/v1m31o6-aoc-and-the-democrat-insurrection.html
https://freewebs.com/professor_enigma/covid-increase-homicides From 2018-2020 there were 1,928 homicides (FBI) & state data says 1,973. Homicide rate of 3.256 per 100,000 (FBI) or 3.332 (New York Division of Criminal Services). https://www.criminaljustice.ny.gov/crimnet/ojsa/indexcrimes/County-totals.xls https://www.criminaljustice.ny.gov/crimnet/ojsa/indexcrimes/county_totals.htm https://www.criminaljustice.ny.gov/crimnet/ojsa/indexcrimes/Regions.xls
Cumulative NY State population 2018-2020 = 59,197,019
The uber-Republican counties in NY (60% or > for Trump) were: Allegany, Cattaraugus, Fulton, Genesee, Hamilton, Herkimer, Lewis, Orleans, Schoharie, Steuben & Wyoming.
Cumulative 2018-2020 population for those counties = 1,597,194
Cumulative Homicides 2018-2020 for those counties = 22, equaling a homicide rate of 1.377 per 100,000. Looks like the uber-Republican, uber-Donald Trump counties in NY are not very violent, they are very safe.
Since Joe Biden won NY by such a large %, I will only include counties where the Dumocrat received 66% of the vote or >. Those counties were: Bronx, Kings, New York, Queens & Tompkins.
Cumulative 2018-2020 population for those counties = 24,393,277
Cumulative Homicides 2018-2020 for those counties = 1,040 (homicide rate = 4.263 per 100,000). That homicide rate is *lower* than the U.S. average, but is much higher than the NY average for that time frame.
Again, I must say that the most violent areas of NY State are not the uber-White, uber-Republican areas, but the areas where Democrats dominate.
I cover data like that in state after state after state after state & it is the same story whether the state is uber-Republican or uber-Democrat.
In New York City, blacks commit over three quarters of all shootings, though they are only 25% of the city's population. Whites, by contrast, commit only 2% of all shootings, though they are 34% of the population. New York's crime disparities are repeated in virtually every racially diverse city in America. I have documented this over & over. https://freewebs.com/professor_enigma/sam-seder-ilhan-omar-racism3 The real problem facing inner city black neighborhoods today is not the police, but criminals.
In 2014, over 6,000 blacks were murdered, more than all White and Hispanic homicide victims combined. Who is killing them? Not the police and not white civilians, but other blacks.
In fact, a police officer is more than 18.5 times more likely to be killed by a black male, than an unarmed black male is to be killed by a police officer. If the police ended all use of lethal force tomorrow, it would have a negligible effect on the black homicide rate.
In Chicago, in just the first six months of 2016, over 2,300 people were shot. That is a shooting per hour some weekends. The vast majority of the victims were black. During this same period, the Chicago police shot 12 people. All armed and dangerous. That is 1/2 of 1% of all shootings.
***
Of the 75,560 Adult Arrests in New York City 2016-18 categorized as “violent”, 54.84% (41,442) of the arrestees were…. Black.
Of the 68,760 Adults Arrests in New York City 2019-2021 categorized as “violent”, 54.98% (37,809) if the arrestees were…. Black.
New York City is ~24% Black.
Now let’s look at data across the entire state of New York: Of the 115,916 Adult Arrests in New York State 2016-18 categorized as “violent”, 50.7% (58,778) of the arrestees were… Black.
Of the 103,622 Adult Arrests in New York State 2019-2021 categorized as “violent”, 51.56% (53,437) of the arrestees were… Black. New York State is roughly 17.6% Black.
***Democrats like the overweight Joy Reid & the uneducated bartender #AOC also cried some crocodile tears over black men getting removed from the gene pool at such a young age. Speaking of that, I looked at the homicide NYC website & in 2022 and so far in 2023 there have been (32 in 2022 & 8 as of this day in 2023) 40 children murdered in New York City. Get off your fat ass, go buy some flowers & cry some crocodile tears for those kids. Keep in mind, NYC is much safer today then it was when Rudy Giuliani became Mayor & the decades preceding his ascension to City Hall.
40 kids murdered in a city that large is not an eye-popping amount, if you want your eyes to explode, look at St. Louis City, another diverse dunghole run by Democrats in an uber-Republican state. People are fleeing New York City now; people have been fleeing St. Louis City for 50 years.
According to The St. Louis Post Dispatch, https://graphics.stltoday.com/apps/homicide-tracker/2021/ https://graphics.stltoday.com/apps/homicide-tracker/2022/ there were 66 children murdered in St. Louis, a city notorious for stratospheric amounts of murders & most of it is black on black. 11 children have been murdered in St. Louis so far in 2023.
https://web.archive.org/web/20230516011600/https://www.census.gov/quickfacts/fact/table/stlouiscitymissouri/PST045222 St. Louis only has 293,310 people according to the Census Bureau & 55,728 of them are under 18 years of age. That means last year in St. Louis, the murder victimization rate for children was 66.393 per 100,000. 37 children murdered in St. Louis last year. I would guarantee 80-90% of them were Black.
What was that about Jordan Neely again?
Go to https://cde.ucr.cjis.gov/LATEST/webapp/# then find “Download NIBRS Tables” & then download the file for “Offenders” in 2021. Of the 16,977 “homicide” offenders, 8,504 of them were “Black or African American”, 50.09% of the total. Blacks are only ~13.6% of the population. If I EXCLUDE situations where law enforcement did NOT know the race of the offender, Blacks were 56.81% of all offenders.
Blacks were 38.83% of all assault offenders in 2021 & if I include only those where the race of the offender was known, Blacks were 41.09% of all “Assault” offenders.
If one downloads the file for “Victims”, of the 16,138 murder victims where we know the race of the victim, 9,114 of them or 56.47% of them were Black. I have covered this before, how many times Joy Reid, you fat, water-retaining sea cow, how many times do we have to go there?
The most common theme among those murdered in these United States is the victim tends to be 35 years old or younger & Black. Blacks are more than half of all offenders, you do the math Sam Seder, if you can fat boy. Keep in mind, pertaining to those FBI files on race, “WHITE” includes “Hispanic.”
Think about that for a second, more Blacks were murdered in 2021 than all other races combined & most of the time as I have documented, it’s a Black person killing them. In other words, the most common form of murder in America is a Black person killing another Black person.
Again, if Joy Reid & Sam Seder are crying crocodile tears over young black men dying, I have a list 14 miles high that they can have faux autistic fits over for the next few decades.
This does not mean that Jordan Neely was guilty, this is just the big picture, but as you will see – Neely was a thug who picked on old people & children. If he was hypothetically in rural Western Iowa & tried to pick on a farmer who throws around his weight in hay bales many a hot summer afternoon – well, he wouldn’t pick that fight because he only assaults old people & children.
I am so glad I do not live in New York City or some other Democrat-run hellhole that is descending into the 10th level of hell – I thank Jesus Christ for that every single day. I am glad I do not have to ride the subway. YIKES!
A mentally ill, deranged person on a crowded subway car is a dangerous environment. If someone like Neely tried that in Western Rural Iowa, his intended victim would likely be armed & would retreat as much as they could as they called the police, but if the mentally ill person continues to pursue their *INTENDED VICTIM* they would likely be met w/ lethal force & this is what Neely found out that day, although his demise did not come at the end of a person practicing constitutional carry, it came at the end of a forearm.
I should also throw this in, another diverse American city that is dominated by Democrats, that is Memphis, Tennessee has a sky-high https://rumble.com/v27qdkq-divorcee-sam-seder-flaps-his-gums-about-tyre-nichols-democrat-insurrection.html murder rate & much of it is Black people killing Black people. If Joy Reid & the divorcee Sam Seder did a video every time a black person was murdered in Memphis by another black person, they would be really busy. >93% of the homicide offenders where the race of the offender was known in Memphis were… Black. >86% of the victims were… Black.
What was that about Jordan Neely again?
Before I play some clips, I would tell the divorcee Sam Seder if he wants to do something to make America great again, tell those mostly young black males to raise the children the sire & tell young women to keep their legs closed until they’re married.
One, he will not do that because he is incapable of cultivating a decent relationship w/ a woman, I would presume that psychosis can be linked somehow to his relationship or lack thereof w/ his own father. So, he would be a hypocrite, to use a line he has abused into oblivion.
Two, he will not do that because intact, nuclear families w/ parents that actually work are less likely to vote Democrat & Sam Seder’s best chance at creating more Democrat voters is to make
***Since Clay & Buck mentioned a mass shooting in Atlanta, I figured I would add their data to this essay quickly. Keep in mind, Atlanta is a city that is uber-Democrat in a battleground state. From 2018-2020, Atlanta had a murder rate of 23.360 per 100,000 – well beyond the national average. Their murder rate was 19.97 per 100,000 in the 2015-2017 time frame. http://freewebs.com/professor_enigma/sam-seder-ilhan-omar-racism
According to the FBI, in 2021 (NIBRS data): Of the 102 murder offenders where the race of the offender was known, 101 (99.01%) of them were Black. 144 of the 155 murder victims (92.9%) were also Black. #blacklivesmatter
There’s a lot of Black people being slain in Atlanta on a regular basis, but the overweight Joy Reid, the bartender #AOC & the divorcee Sam Seder somehow missed it.
***Want more data? Of course you do! How about Georgia? Criminal Homicide Rate 2018-2020 (2,239 criminal homicides according to the FBI, Georgia Bureau of Investigation does not have data published for 2020 yet, but their figures differ) = 7.030 per 100,000
Criminal Homicide Rate for Atlanta, Augusta/Richmond County, Savannah, Bibb County & Dougherty County 2018-2020 (683 criminal homicides) = 21.081 per 100,000.
Criminal Homicide Rate in Georgia OUTSIDE Atlanta, Augusta/Richmond County, Savannah, Bibb County & Dougherty County 2018-2020 (1,556 criminal homicides) = 5.438 per 100,000.
I will find counties in GA that Donald Trump won 60% of the vote or more in 2016 & 2020. That will reveal the most pro-Trump counties in GA. Will I perform the arduous task of finding out who they send to Atlanta each legislative session? Uh, no. Sorry!
https://gbi.georgia.gov/services/crime-statistics [Because GA state data on county populations was so close in most cases to Census estimates, I am using GA data on population to save time & not looking up each county for multiple years on the Census website]
The counties we will look at are: Appling, Atkinson, Banks, Barrow, Bartow, Ben Hill, Berrien, Bleckley, Brantley, Bryan, Butts, Camden, Candler, Carroll, Catoosa, Charlton, Chattooga, Cherokee, Clinch, Coffee, Colquitt, Columbia, Cook, Coweta, Crawford, Crisp, Dade, Dawson, Dodge, Echols, Effingham, Elbert, Emanuel, Evans, Fannin, Floyd, Forsyth, Franklin, Gilmer, Glascock, Glynn, Gordon, Grady, Greene, Habersham, Hall, Haralson, Harris, Hart, Heard, Irwin, Jackson, Jasper, Jeff Davis, Jenkins, Johnson, Jones, Lamar, Lanier, Laurens, Lee, Lincoln, Long, Lumpkin, Madison, Marion, Miller, Monroe, Montgomery, Morgan, Murray, Oconee, Oglethorpe, Paulding, Pickens, Pierce, Pike, Polk, Pulaski, Putnam, Rabun, Schley, Seminole, Stephens, Tattnall, Taylor, Telfair, Tift, Toombs, Towns, Treutlen, Troup, Turner, Union, Upson, Walker, Walton, Ware, Wayne, Wheeler, White, Whitfield, Wilcox & Worth.
Cumulative Homicides 2018-19 for those counties = 195 (86 in 2019 & 109 in 2018)
Cumulative population for those counties 2018-19 = (2019 = 4,076,742 & 2018 = 4,000,056) 8,076,798
Homicide Rate (per 100,000) for those counties 2018 & 2019 = 2.414. That is way below the average in Georgia & below the national average. The most violent counties in GA tend to skew towards the Dumocrat Party, not those who vote for Donald Trump by 20 points or more. Those uber-Donald Trump counties in GA are also well below the average homicide rate OUTSIDE Atlanta, Augusta/Richmond County, Savannah, Bibb County & Dougherty County.
http://freewebs.com/professor_enigma/covid-increase-homicides https://rumble.com/v1oh7ps-divorcee-sam-seder-just-in-case-he-talks-about-the-abrams-kemp-debate.html Here are the counties in GA that voted 60%≥ for Donald Trump (2016 & 2020) & Brian Kemp (2018): Appling, Atkinson, Banks, Barrow, Bartow, Ben Hill, Berrien, Bleckley, Brantley, Bryan, Butts, Camden, Candler, Carroll, Catoosa, Charlton, Chattooga, Cherokee, Clinch, Coffee, Colquitt, Columbia, Cook, Coweta, Crawford, Crisp, Dade, Dawson, Dodge, Echols, Effingham, Elbert, Emanuel, Evans, Fannin, Floyd, Forsyth, Franklin, Gilmer, Glascock, Glynn, Gordon, Grady, Greene, Habersham, Hall, Haralson, Harris, Hart, Heard, Irwin, Jackson, Jasper, Jeff Davis, Jenkins, Johnson, Jones, Lamar, Lanier, Laurens, Lee, Lincoln, Long, Lumpkin, Madison, Marion, Miller, Monroe, Montgomery, Morgan, Murray, Oconee, Oglethorpe, Paulding, Pickens, Pierce, Pike, Polk, Pulaski, Putnam, Rabun, Schley, Seminole, Stephens, Tattnall, Taylor, Telfair, Tift, Toombs, Towns, Treutlen, Troup, Turner, Union, Upson, Walker, Walton, Ware, Wayne, Wheeler, White, Whitfield, Wilcox & Worth.
Cumulative Population for those Counties 2016-20 = 20,097,119
Cumulative Murders for those Counties 2016-2020 = 509 & that is a homicide rate of 2.532 per 100,000. This is well below the national average, the GA state average & the average in the counties that are uber-Pervert Biden/Hillary & overweight Stacey Abrams.
[NOTE: Since some non-metro counties were omitted for 2016-17, I did my best to fill in the missing amounts to make the homicide totals more accurate. This is likely why the FBI & GA State Data differ so much. You’ll see the Republican counties do much better than the “diverse” Biden/Clinton/Stacey Abrams counties]
Here are all the GA counties that voted 60%≥ for overweight Stacey Abrams (2018), Shillary Clinton (2016) & senile Joe Biden (2020): Clarke, Clayton, DeKalb, Dougherty, Fulton, Hancock, Macon, Richmond, Rockdale & Taliaferro.
[NOTE: If a County was NOT listed in a state report, I am doing my best to fill in the blanks. E.G. if a Podunk County had a murder each year 2018-20 & no data in the state report for 2016-17 I am *assuming/estimating* they had a murder each year in 2016-17. Richmond Co. was odd, from 2016-19 they had double digit murders every year & in 2020 it was zero. Be advised, the city of Macon, GA is Bibb County & Macon County is a totally different entity]
Cumulative population for those Counties 2016-20 = 13,124,292 (this tally I am using the U.S. Census Bureau data)
Cumulative Murders for those Counties 2016-20 = 1,520 which yields a homicide/murder rate of 11.581 per 100,000. That is well above the GA average & the national average. Counties that overwhelmingly voted for Stacey Abrams, Joe Biden & Mrs. Bill Clinton are indistinguishable from a war zone.
From 2016-2020 the FBI tally has 3,623 cases of Murder/Non-Negligent Manslaughter in GA & a homicide rate of 6.88 per 100,000. The Georgia Crime Information Center gives us 3,085 (Homicide Rate = 5.92 per 100,000). That is quite a large difference, not sure of the discrepancy as the GA state data is careful to mention it is tallying cases of Murder & Non-Negligent Manslaughter. It is likely the non-metro counties that did not report in 2016-17. The FBI national Murder/Non-Negligent Manslaughter rate 2016-2020 = 5.46 per 100,000.
Georgia’s only categorizations for arrests by race are “White” (which I presume includes “Hispanic” as well, but there is no indication – that’s just an educated guess) & “Non-White” (which I presume includes Black, Asian, Indian, etc.).
From 2016-20 there were 2,202 arrests for Murder/Non-Negligent Manslaughter. Of those 2,202 arrests 75.61% (1,665) of the arrestees were “Non-White.” Look at GA’s demographics just in case you are wondering if these arrests skew towards one race or another (cough). Essentially, ~40% of GA’s population are committing >3/4 of Georgia’s homicides & I doubt Asians are much of the total if you get what I mean but that’s all the further they go w/ the data.
Enjoy & pass it on if you like it!
Show less",2023-05-16T06:49:22.000Z,0.0,0.0,0.0,0.0,True,-0.9999,negative,1
Dennis Prager Podcasts,"<p><em>Dennis met a conservative Uber driver yesterday. He came to Dennis’s speech and got a standing ovation when Dennis introduced him and told his story… The US is exporting bad ideas. Latest example: we’re financing drag shows in Ecuador… Dennis talks to Benjamin Netanyahu, Prime Minister of Israel from 1996–1999 and 2009¬–2021. His new book is Bibi: My Story.  Marijuana use among young adults is skyrocketing as state after state legalizes its use. How could this be a good thing? Could there be a link between marijuana and the increase in depression and a lack of ambition among young people?... Dennis talks to Kelvin Cochran, former fire chief of Atlanta. He was fired for expressing his religious views in print.  Dennis talks to Robert Epstein, data scientist and founder of  American Institute for Behavioral Research and Technology. Epstein has amassed evidence that Google is able to manipulate voter turnout for a particular party and candidate.</em> <br>Thanks for listening to the Daily Dennis Prager Podcast. To hear the entire three hours of my radio show as a podcast, commercial-free every single day, become a member of Pragertopia. You’ll also get access to 15 years’ worth of archives, as well as daily show prep. Subscribe today at Pragertopia dot com.</p><p>See <a href=""https://omnystudio.com/listener"">omnystudio.com/listener</a> for privacy information.</p>",2022-10-20T19:37:39.000Z,0.0,0.0,0.0,0.0,True,-0.782,negative,1
FOX 5 Atlanta,SHOT SEVEN TIMES: The man told police he was waiting for an Uber outside the southeast Atlanta apartment community late Monday night when someone started shooting.  https://t.co/5Z09atIX4K,2022-09-21T04:30:48.000Z,1.0,4.0,0.0,0.0,True,0.0,neutral,2
FOX 5 Atlanta,SHOT SEVEN TIMES: The man told police he was waiting for an Uber outside the southeast Atlanta apartment community late Monday night when someone started shooting.  https://t.co/jRrKaUmGto,2022-09-20T18:50:23.000Z,1.0,1.0,1.0,0.0,True,0.0,neutral,2
FOX 5 Atlanta,SHOT SEVEN TIMES: The man told police he was waiting for an Uber outside the southeast Atlanta apartment community late Monday night when someone started shooting.,2022-09-20T11:10:08.000Z,7.0,0.0,3.0,0.0,True,0.0,neutral,2
FOX 5 Atlanta,SHOT SEVEN TIMES: The man told police he was waiting for an Uber outside the southeast Atlanta apartment community late Monday night when someone started shooting.  https://t.co/vlyeJPXygF,2022-09-20T10:40:08.000Z,1.0,2.0,2.0,0.0,True,0.0,neutral,2
