ChannelName,post_body_text,published_at,LikesCount,SharesCount,CommentsCount,ViewsCount,is_safety_related,compound_score,sentiment,cluster
Louis Escareno,"Bravo Judge Rosie Speedlin Gonzalez bringing focus to domestic violence in San Antonio and recognized by the New York Times. 

One City’s Attempt to Change How Domestic Violence Is Tackled
San Antonio has long had a high rate of family violence. An unusual court is trying to intervene before the violence turns deadly.

By Edgar Sandoval
Reporting from San Antonio
New York Times
Dec. 3, 2024, 5:00 a.m. ET

On a sweltering July night, Jesse Falcon was so high on cocaine, marijuana and alcohol that he would later say that he barely remembered the explosion of violence that happened.

Convinced that his girlfriend was pursuing another man at a social gathering at their apartment complex in San Antonio, he began attacking the man. When his girlfriend tried to intervene, he shoved her so hard that she was left with a gash on her arm.

Mr. Falcon, 21, did recall one thing about the evening: “I was full of rage,” he said.

Cases like Mr. Falcon’s are troublingly familiar to court officials in San Antonio, which has long been plagued with a high rate of domestic violence. “They leave jail angrier and more resentful, and the trauma continues,” said Rosie Speedlin Gonzalez, a family violence judge in the city.

A court run by Judge Gonzalez is trying a different approach: providing the abusers with a chance to change.

First-time offenders like Mr. Falcon can avoid becoming another statistic in the long string of men — and a growing number of women — who go to jail for hurting their families, if they are accepted into a family violence diversion program run by Judge Gonzalez’s court, which is known as Reflejo, Spanish for reflection.

The problem is hardly unique to San Antonio, a Latino-majority metropolis in South Texas. Much of the country saw a record spike in domestic violence cases during the coronavirus pandemic as lockdowns, job losses and alcohol consumption drove people into tense situations indoors.

Many cities have tried to address the problem, and rates in several cities are declining once again. San Antonio is among the places that have assigned more detectives to domestic violence cases. It is also conducting “lethality assessments,” in which officers ask a series of questions to determine whether a victim is in danger of serious violence or even death if an intervention does not occur.

But the city felt an urgency to do even more. San Antonio has consistently ranked among the top 20 large cities for rates of aggravated domestic violence — higher than Las Vegas, Philadelphia and Atlanta, according to a survey by the Council of Criminal Justice that was released in October. San Antonio also stood out for having a large share of underreported incidents, said Alex Piquero, a professor of criminology at the University of Miami who was one of the study’s lead authors.

The new court is one of a handful across the country that provide incentives as well as accountability for perpetrators, aimed at helping them control violent impulses before they become deadly.
In exchange for seeing their charges expunged, offenders who appear in Judge Gonzalez’s court are required to complete an intensive program of frequent court appearances, counseling, treatment for addiction and random drug and alcohol testing.

On a recent afternoon, Mr. Falcon and a group of men who had all been arrested at one point for assaulting a romantic partner or a household member gathered in the judge’s chambers. Mr. Falcon soon found himself answering uncomfortable questions. A monitor he was required to wear had detected alcohol in his system, a violation of the program’s rules that could send him back to jail.

“It’ll go a long way if you re-examine your steps,” Judge Gonzalez said, shooting him a stern look. “You’re young. I want to see you do great things.”

This year, the nine family violence homicides in Bexar County, the unincorporated area around San Antonio, surpassed the number in each of the past three years, according to the county sheriff’s office. The city of San Antonio has also seen a troubling rise in domestic violence cases.

In 2019, the escalating number of cases prompted hundreds of people, many of them women, to descend on a town-hall meeting where they described chokings, beatings and other episodes of violence committed regularly, mostly by men in their families.

A judge ordered the creation of a commission on domestic violence to help address the problem.

Abusers tend to come from poor neighborhoods and often numb the memories of their own childhood traumas with substance abuse, said John Vacca, who runs a class known as Pathways to Healing, a requirement for those in Judge Gonzalez’s program.

Mr. Vacca, who served time in jail for gang-related offenses as a young man, today tries to help people recognize the triggers that lead them to violent outbursts. On a recent evening in a community center, Mr. Vacca welcomed several people who are part of the court’s program and made eye contact with Mr. Falcon, who sat in the front row, wearing a shy smile. Mr. Vacca wrote down two words on a chalkboard: Anger. Healing.

“Nobody teaches you about confusion — it’s the beginning of anger, escalating to rage,” Mr. Vacca said as he paced in front of them. “Once you feel that confusion coming up, that’s your warning signal.”
For Judge Gonzalez, who works closely with Mr. Vacca, the idea of a court like Reflejo seemed like common sense. Even before being elected as a judge in 2018, she said, she had grown frustrated while working as a lawyer and a social worker; there seemed to be a revolving door of people who were continually rearrested for assaulting a loved one.

“Many reoffend, not knowing why,” she said. “They don’t understand where these emotions are coming from.”
When she started pitching the idea of a program for abusers, not victims, she was met with resistance. One politician told her, “Nobody wants to help a violent offender — it’s bad politics,” Judge Gonzalez recalled.

Legislation to create the court, written with the help of the judge’s wife, Stacy Speedlin Gonzalez, a scholar who has been open about her own struggles with abuse and domestic violence, was sponsored by two local lawmakers and signed into law by Gov. Greg Abbott, a Republican, in 2019. The court began in earnest a year later.

The court has since graduated 35 offenders, with only one of them being rearrested so far. Judge Gonzalez said she was aware of only two similar courts, one in Ohio and another in Florida.

It is hard to measure whether the program has worked where it matters most: inside families. Women who had a partner participating in the Reflejo court declined to be interviewed about it.

And not everyone agrees with its methods. Marta Pelaez, who runs Family Violence Prevention Services, an organization that runs a shelter and works to reduce family violence, said she found it hard to believe that an abuser could heal long-held, violent traits in a “matter of weeks.” Real change comes after years, if not a lifetime, of treatment, she said.

“Anything that is close to 90 percent I’m very suspicious of,” Ms. Pelaez said, citing the court’s success rate. “It is not possible to shift your attitude that dramatically. It would take years and years for a person to shift.”

Still, Mr. Falcon said he believed that without the Reflejo court, he would still be abusing drugs and making poor decisions. In the past year, he said, he has learned to regulate his emotions and follow rules. “At the beginning it was hard to stay positive,” Mr. Falcon said. “But I am glad I have stayed on track. I realized that they only want the best for us.”

He said the therapy had helped him think about the role his own family history played in his life. He was raised by a single mother who struggled to support the family with a job as a waitress. His father was in and out of prison. And he had faced relentless bullying at school, with classmates often making fun of his weight by mooing while he waited in line in the cafeteria, sometimes hitting him, he said.

Years later, he said, he found himself lashing out at the people he cared about, but had no idea how to seek help. “As Hispanics, it is very difficult to talk about emotions,” he said. “I didn’t seek therapy. It was very stigmatized.”

The other men in the program shared similar stories. Shawn Sullivan, 37, said he was 10 when he was forced to clean the area where his grandfather had just shot his step-grandfather in the head.
James Nicholson, 30, recalled that his mother, who struggled with mental illness and alcoholism, slapped him so hard when he was 4 years old that he lost several teeth.
They had paid it painfully forward: Mr. Sullivan said he was arrested after getting into a physical fight with a former boyfriend. Mr. Nicholson was arrested after striking his wife in what had begun as a petty fight.

At times, some of the people in the program falter.
Deonte Hawkins, 23, a friend of Mr. Falcon’s who is also enrolled in the program, was taken into custody recently after missing some of his required substance abuse meetings.

For that hearing, Judge Gonzalez had called in Mr. Hawkins’s wife to sit next to him. She sobbed uncontrollably as the judge tried to reason with him.
“Give us some insight because we are at a loss,” the judge told Mr. Hawkins. “We want to help you. Is that what you want, to hurt her like that? You love her, right?”

Mr. Hawkins lowered his head. His wife dried her tears and watched as court officers handcuffed him and took him away. Judge Gonzalez later said that Mr. Hawkins was doing better and had gotten back on track.

Walking out of court that day, Mr. Falcon said he did not want to find himself in his friend’s shoes. He said he had found a good job working as a barista at a coffee shop, and, while he was not thinking about starting a family anytime soon, he was not ruling it out for later. First, he said, he would have to do a little more growing.

“My attitude toward life has changed,” he said. “I know how to respond to situations now. I’m a different person.”

Edgar Sandoval covers Texas for The Times, with a focus on the Latino community and the border with Mexico. He is based in San Antonio. More about Edgar Sandoval",2024-12-03T13:14:37.000Z,8.0,3.0,0.0,0.0,True,-0.9996,negative,1
AccessAtlanta,"Make the most of the holiday season with 20 free events happening around Atlanta this December!❄️ 📅 December 1 🎻 Winter Pops Concert 📍 St. Bartholomew’s Episcopal Church (Druid Hills) 📅 December 1 🖼️ Bodhi Day Celebration Sunday FUNday 📍 Michael C. Carlos Museum (Emory University Druid Hills) 📅 December 1-31 🎄Brook’s Run Park Holiday Lights Opening 📍 Brook Run Park's Arctic Safari (Dunwoody) 📅 December 2 – 25 🌟 Nightly Tree Shows 📍 Colony Square (Midtown) 📅 December 3, 10, 17 🎥 Festive Flicks at The Forum 📍 The Forum (Peachtree Corners) 📅 December 4 🚁 Light Up Brookhaven Santa arrives by helicopter! 📍 Brookhaven 📅 December 4 🎅 National Lampoon’s Christmas Vacation Trivia 📍 Atlanta Hard Cider (Marietta) 📅 December 7 🧑‍🎄 In-Store Kids Workshops 📍 Craft Holiday Snow Globes at The Home Depot (Multiple Locations) 📅 December 7 ❄️ Frosty Fun 📍 Duluth 📅 December 7 – 8 🎁 Holiday Spirit 2024 📍 Oakland Cemetery (East Atlanta) 📅 December 7 🍫 Hot Chocolate Crawl 📍 Buckhead Village 📅 December 8 ✨ Sparkle Sandy Springs 📍 Sandy Springs 📅 December 12 🎶 Holiday Plaza Party 📍 North Avenue MARTA Station (Midtown) 📅 December 12 🔥 Bonfire and Marshmallow Roast 📍 Decatur Square 📅 December 14 💪 Lifetime Fitness on The Green 📍 Phipps Plaza (Buckhead) 📅 December 14 🌨️ Snow Day at ACC 📍 Alpharetta City Center 📅 December 14 🎤 Tacky Sweater Party 📍 From the Earth Brewing Company (Roswell) 📅 December 15 🎭 Posada Navideña 📍 Plaza Fiesta (Chamblee) 📅 December 26 🕎 Menorah Lighting 📍  Ponce City Market (East Atlanta) 📅 December 31 🎆 New Year’s Bash 📍 The Battery Atlanta (Cumberland) 👉 Head to the link in our bio for more information! #accessatlanta #thingstodoinatlanta #atl #atlanta #HolidayEvents #HolidaySeason #ChristmasTime #FestiveVibes #WinterWonderland #FamilyFun",2024-11-29T17:31:48.000Z,2156.0,844.0,5.0,83705.0,True,0.9882,positive,2
Access Atlanta,"Make the most of the holiday season with 20 free events happening around Atlanta this December!❄️

📅 December 1
🎻 Winter Pops Concert
📍 St. Bartholomew’s Episcopal Church (Druid Hills)

📅 December 1
🖼️ Bodhi Day Celebration Sunday FUNday
📍 Michael C. Carlos Museum (Emory University Druid Hills)

📅 December 1-31
🎄Brook’s Run Park Holiday Lights Opening
📍 Brook Run Park’s Arctic Safari (Dunwoody)

📅 December 2 – 25
🌟 Nightly Tree Shows
📍 Colony Square (Midtown)

📅 December 3, 10, 17
🎥 Festive Flicks at The Forum
📍 The Forum (Peachtree Corners)

📅 December 4
🚁 Light Up Brookhaven Santa arrives by helicopter!
📍 Brookhaven

📅 December 4
🎅 National Lampoon’s Christmas Vacation Trivia
📍 Atlanta Hard Cider (Marietta)

📅 December 7
🧑‍🎄 In-Store Kids Workshops
📍 Craft Holiday Snow Globes at The Home Depot (Multiple Locations)

📅 December 7
❄️ Frosty Fun
📍 Duluth

📅 December 7 – 8
🎁 Holiday Spirit 2024
📍 Oakland Cemetery (East Atlanta)

📅 December 7
🍫 Hot Chocolate Crawl
📍 Buckhead Village

📅 December 8
✨ Sparkle Sandy Springs
📍 Sandy Springs

📅 December 12 🎶 Holiday Plaza Party
📍 North Avenue MARTA Station (Midtown)

📅 December 12
🔥 Bonfire and Marshmallow Roast
📍 Decatur Square

📅 December 14 💪 Lifetime Fitness on The Green
📍 Phipps Plaza (Buckhead)

📅 December 14 🌨️
Snow Day at ACC
📍 Alpharetta City Center

📅 December 14
🎤 Tacky Sweater Party
📍 From the Earth Brewing Company (Roswell)

📅 December 15
🎭 Posada Navideña
📍 Plaza Fiesta (Chamblee)

📅 December 26
🕎 Menorah Lighting
📍  Ponce City Market (East Atlanta)

📅 December 31
🎆 New Year’s Bash
📍 The Battery Atlanta (Cumberland)

👉 Head to the link in our bio for more information!

#accessatlanta #thingstodoinatlanta #atl #atlanta #HolidayEvents #HolidaySeason #ChristmasTime #FestiveVibes #WinterWonderland #FamilyFun",2024-11-29T17:26:13.000Z,3685.0,0.0,20.0,40318.0,True,0.9882,positive,2
11Alive,MARTA Police have a record of 18 shootings in 2024 across their metro Atlanta stations.,2024-11-19T11:00:11.000Z,9.0,1.0,6.0,0.0,True,0.0,neutral,1
WSB-TV,MARTA bus involved in deadly car accident along busy Atlanta road https://t.co/T7gOJDXIUH,2024-11-12T00:00:14.000Z,7.0,2.0,0.0,5048.0,True,-0.4767,negative,2
Atlanta News First ,"A MARTA station was shut down overnight so police officers could go through a full-scale training exercise to prepare for an emergency. We're also checking our weather forecast. Expect a cooler, cloudier second half of the weekend.",2024-11-10T15:54:51.000Z,21.0,0.0,0.0,843.0,True,-0.3818,negative,2
Everything Georgia,"Gas leak in downtown Atlanta: Georgia Capitol evacuated, Piedmont Ave near MLK Jr. Dr closed, and MARTA’s East/West line temporarily shut down. https://t.co/nChw3jVIeI",2024-11-06T20:23:07.000Z,209.0,60.0,18.0,42709.0,True,-0.34,negative,2
Rough Draft Atlanta,"The State Capitol, Georgia State MARTA Station and other buildings have been evacuated due to a large gas leak in Downtown Atlanta. According to the Georgia Department of Public Safety, construction crews struck a gas main just after 9 a.m. while working at the corner of Martin Luther King Jr. Drive and Piedmont Avenue. Vehicle and pedestrian traffic is also being rerouted....

",2024-11-06T17:07:24.000Z,0.0,0.0,0.0,0.0,True,-0.1531,negative,2
Anthony LaMesa,RT @atlurbanist: At this point there are endangered sea turtles who have spent more time in a MARTA rail car than certain members of the MA…,2024-10-16T19:22:36.000Z,0.0,28.0,0.0,0.0,True,0.2732,positive,2
Darin Givens,"At this point there are endangered sea turtles who have spent more time in a MARTA rail car than certain members of the MARTA board have. 

https://t.co/sVtkJOqp7E",2024-10-16T13:42:44.000Z,203.0,28.0,1.0,5215.0,True,0.2732,positive,2
Anthony LaMesa,"RT @dougnagy: MARTA has cut service for the busy Atlanta Pride weekend. Sunday parade trains will again have angry customers + dangerous, c…",2024-10-12T15:10:54.000Z,0.0,6.0,0.0,0.0,True,-0.7269,negative,2
Douglas Nagy,"MARTA has cut service for the busy Atlanta Pride weekend. Sunday parade trains will again have angry customers + dangerous, crush load conditions.",2024-10-12T14:23:43.000Z,46.0,6.0,3.0,2649.0,True,-0.7717,negative,2
Atlanta News First ,"An officer was involved in a shooting at the College Park MARTA station, according to MARTA police.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2024-10-07T03:45:26.000Z,9.0,0.0,0.0,247.0,True,0.5849,positive,1
FOX 5 Atlanta,BREAKING NEWS: An officer was involved in a shooting at the College Park MARTA station late Sunday evening. FOX 5 Atlanta is working to learn more information about this incident.,2024-10-07T03:41:20.000Z,25.0,6.0,7.0,0.0,True,0.0,neutral,1
11Alive,"The Georgia Bureau of Investigation is responding to a shooting involving an officer on Monday night, authorities said.",2024-10-01T15:17:48.000Z,0.0,0.0,0.0,24.0,True,0.0,neutral,1
11Alive,"The Georgia Bureau of Investigation is responding to a shooting involving an officer on Monday night, authorities said.",2024-10-01T10:31:33.000Z,1.0,0.0,0.0,114.0,True,0.0,neutral,1
WSB-TV,MARTA police requested GBI to investigate the shooting that happened at Oakland Park.,2024-10-01T08:00:30.000Z,7.0,3.0,0.0,0.0,True,0.0,neutral,1
11Alive News,"Investigation underway after shooting involving officer in Atlanta, MARTA Police says https://t.co/ik6Do7uAVU",2024-10-01T05:12:03.000Z,0.0,0.0,0.0,692.0,True,0.0,neutral,1
WSB-TV,GBI investigating officer-involved shooting at Atlanta park https://t.co/etyXOOaxeK,2024-10-01T04:00:14.000Z,2.0,2.0,0.0,2029.0,True,0.0,neutral,1
11Alive,Atlanta Fire Rescue said it rescued 25 civilians in the Peachtree Battle area of Buckhead and was using MARTA buses for people to shelter in.,2024-09-27T10:44:41.000Z,17.0,0.0,0.0,725.0,True,0.2732,positive,2
CNN,"Railcars once filled with bustling commuters in the city of Atlanta are now 65 feet below the Atlantic Ocean and filled with inquisitive fish, sea turtles and coral.

At the end of last year, the Metropolitan Atlanta Rapid Transit Authority dumped two railcars off Georgia’s coast as part of a program to develop reef habitats and marine wildlife with the Georgia Department of Natural Resources Reef Project. Any hazardous materials were removed first, and they were inspected by the US Coast Guard.

In August, the DNR Coastal Resources Division made its first dive to check on the cars and discovered soft coral beginning to grow and at least nine species of game fish.

Read more at the link in @cnn’s bio.

📸: Cameron Brinton; MARTA/Georgia Department of Natural Resources",2024-09-13T20:11:51.000Z,45284.0,0.0,480.0,0.0,True,0.5106,positive,2
Atlanta News First ,"Three people are ""claiming injury"" after a MARTA bus struck a tree, according to the agency.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2024-09-13T03:34:17.000Z,1.0,0.0,0.0,152.0,True,-0.1509,negative,2
Atlanta News First ,Join us on Atlanta News First at 11pm for Atlanta's Top Headlines including a Fed Ex driver crashes into a home. A shocking attack  on a MARTA Bus Driver and Atlanta Firefighters say they are overworked and underpaid and threatening to walk off their jobs.,2024-09-05T01:59:57.000Z,6.0,0.0,0.0,658.0,True,-0.7351,negative,2
11Alive,Randy Baugh was initially arrested in November 2023 for two cold case sex crimes dating back to 1986 and 1988.,2024-08-20T20:12:50.000Z,5.0,0.0,0.0,114.0,True,-0.4767,negative,1
11Alive News,"According to the police, Randy Baugh was arrested on Thursday, Aug. 15, around 10:30 a.m., after APD and the MARTA Police Department received an alert that he was traveling on a MARTA bus in southwest Atlanta. 

Officers quickly responded to the bus’s location, boarded it, and immediately identified Baugh, despite his attempt to deceive them by giving them a false name, Randy Jackson.

Baugh was initially arrested in November 2023 for two cold case sex crimes dating back to 1986 and 1988. 

Click the link in the bio for the story. 

#11Alive #Atlanta #APD",2024-08-20T17:30:47.000Z,227.0,0.0,16.0,6122.0,True,-0.6486,negative,1
11Alive,"11Alive believes that news shouldn’t be a one-way conversation, but a dialogue with you. Join in, share your thoughts and connect with new perspectives.

Subscribe to 11Alive for exclusive content: http://bit.ly/11AliveSubscribe 

Download our 11Alive News app: https://interactive.11alive.com/appredirect/ 
Text ""plus"" to 404-885-7600 to download 11Alive+ and stream 24/7 on Roku, Apple TV and Amazon Fire TV. 

Follow 11Alive on Social: 

Facebook: https://www.facebook.com/11Alive/
Twitter (X): https://twitter.com/11AliveNews
Instagram: https://www.instagram.com/11Alive/",2024-08-19T21:38:16.000Z,2.0,0.0,0.0,141.0,True,0.6486,positive,0
Atlanta News First ,"A suspect has been arrested in a deadly shooting at MARTA’s Arts Center Station on Sunday night.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2024-08-14T21:27:37.000Z,1.0,0.0,0.0,194.0,True,-0.2712,negative,1
WSB-TV,Police have arrested a man suspected of shooting and killing a man at a midtown Atlanta MARTA station Sunday night. https://t.co/vsTiCRBbRg,2024-08-14T19:45:10.000Z,7.0,6.0,5.0,3319.0,True,-0.8555,negative,1
11Alive,MARTA Police say they are still searching for anyone involved in the shooting that took place at the Arts Center Station in Midtown.,2024-08-13T10:36:21.000Z,2.0,0.0,0.0,185.0,True,0.0,neutral,1
11Alive,MARTA Police say they are still searching for anyone involved in the shooting that took place at the Arts Center Station in Midtown on Sunday night.,2024-08-13T07:00:07.000Z,3.0,0.0,1.0,0.0,True,0.0,neutral,1
FOX 5 Atlanta,DEADLY SHOOTING: Police are looking for a gunman who left a person for dead in the bus loop of a Midtown Atlanta MARTA station over the weekend.,2024-08-12T10:10:11.000Z,30.0,5.0,80.0,0.0,True,-0.6486,negative,1
11Alive,"One person is dead after a shooting at the MARTA Arts Center station in Atlanta on Sunday night, police said.",2024-08-12T03:11:54.000Z,6.0,0.0,0.0,673.0,True,-0.6486,negative,1
11Alive News,"Chanell Crosby, 35, was found dead inside the back of a vehicle around 2 p.m. on July 19 in the area of the West End MARTA station, police said. The discovery of her body came a day after her family filed a missing persons report with Atlanta Police on July 18. Her family said she was last seen on July 14.

Her death came two years after both her 13-year-old son, Jamiren Crosby, and her brother were both shot and killed months apart in 2022.

An autopsy report for Chanell's death was released to 11Alive on Tuesday. Her cause of death was revealed to be a gunshot wound to the head, with her manner of death being ruled a homicide, according to the Fulton County Medical Examiner.

Click the link in the bio for the full story. 

#11Alive #Atlanta #Crime",2024-07-31T17:00:20.000Z,580.0,0.0,82.0,0.0,True,-0.981,negative,1
11Alive News,"Chanell Crosby, 35, was found dead inside the back of a vehicle around 2 p.m. on July 19 in the area of the West End MARTA station, police said. The discovery of her body came a day after her family filed a missing persons report with Atlanta Police on July 18. Her family said she was last seen on July 14.

Her death came two years after both her 13-year-old son, Jamiren Crosby, and her brother were both shot and killed months apart in 2022.

An autopsy report for Chanell's death was released to 11Alive on Tuesday. Her cause of death was revealed to be a gunshot wound to the head, with her manner of death being ruled a homicide, according to the Fulton County Medical Examiner.

Click the link in the bio for the full story. 

#11Alive #Atlanta #Crime",2024-07-31T17:00:20.000Z,580.0,0.0,82.0,0.0,True,-0.981,negative,1
