PostId,PostUrl,PostEngagement,Platform,ChannelID,ChannelName,ChannelUid,ChannelUrl,ChannelEngagement,post_body_text,GoogleAudioText,VoskAudioText,EmbeddedContentText,published_at,post_data,post_media_urls,LikesCount,SharesCount,CommentsCount,ViewsCount,post_media_file,embedded_post_text,search_data
442360455,https://twitter.com/strawberrygeli/status/1892263564032839808,,Twitter,25021609,beltline geli,blank_for_now,blank_for_now,"{""follower_count"":927,""following_count"":601,""like_count"":null,""post_count"":40339,""views_count"":null,""comment_count"":null,""share_count"":null}","I read a recent report from Atlanta’s Office of Film, Entertainment, and Nightlife and they pointed out that the amount of people going out at night has decreased. Many people cited expensive Ubers or a lack of public transportation to nightlife areas that is safe and runs late.", ,no longer populated,,2025-02-19T17:22:44.000Z,post data removed,,256,29,10,9810,,
438338470,https://twitter.com/tylermiyagi/status/1890880629832642680,,Twitter,32148612,+++pussy,blank_for_now,blank_for_now,"{""follower_count"":73,""following_count"":241,""like_count"":null,""post_count"":6309,""views_count"":null,""comment_count"":null,""share_count"":null}",@Uber @Uber_Support whoever tf CYNTHIA is in atlanta delivering food needs to be fired expeditiously.. She REFUSED to GIVE ME my food EVEN AFTER i walked in the wet cold drizzling rain 2 blocks to her to get it. Uber cash is NOT enough #UABOUTTOLOSEYOJOB, ,no longer populated,,2025-02-15T21:47:27.000Z,post data removed,,0,0,1,33,,
437503092,https://www.youtube.com/watch?v=ABrLHsmkZWU,,YouTube,7167,11Alive,blank_for_now,blank_for_now,"{""follower_count"":2420000,""following_count"":0,""like_count"":5886076,""post_count"":121327,""views_count"":1452929713,""comment_count"":2017571,""share_count"":0}",Rideshare and delivery workers for Uber and Lyft spent Valentine's Day striking for the second year in a row., ,no longer populated,,2025-02-14T21:13:38.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRVVuelRRPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a301fbe3d5f4e653e83477570db35b3475944ab4/post-7167-437503092-thumbnail,6,0,0,114,,
429733310,https://www.facebook.com/11Alive/posts/pfbid031e6ATcVGqruxsnUUA9Ecs5ySn9iXcV53Tzm8YfUpURrRVdzuWSB5sasEKNvqHvdjl,,Facebook,16547456,11Alive,blank_for_now,blank_for_now,"{""follower_count"":2041626,""following_count"":0,""like_count"":8213,""post_count"":47,""views_count"":0,""comment_count"":2067,""share_count"":406}","In addition to murder, the 30-year-old is also charged with aggravated assault, armed robbery, hijacking of a motor vehicle, kidnapping, use of a firearm during the commission of a felony and possession of a firearm by a convicted felon.", ,no longer populated,,2025-02-04T11:00:10.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRjRQOXpNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ee52eabeff3cbbde05cdcafd611ad63a5dbe7a11/post-16547456-429733310-thumbnail,74,11,36,0,,
429563467,https://www.youtube.com/watch?v=T1-H8j0DtGo,,YouTube,7167,11Alive,blank_for_now,blank_for_now,"{""follower_count"":2400000,""following_count"":0,""like_count"":5877106,""post_count"":120707,""views_count"":1446384571,""comment_count"":2017054,""share_count"":0}","Sammy Jackson, a beloved husband, father, and brother, was last seen Sunday night, Jan 26,  at a Dollar General along Russell Parkway in Warner Robins.", ,no longer populated,,2025-02-04T04:13:07.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQ3JmOFRNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--95ca3a240995a05823487b67db6f9ce0dcaf7659/post-7167-429563467-thumbnail,14,0,0,576,,
427901966,https://www.facebook.com/11Alive/posts/pfbid0a9Gw4obuhnaxTw6citrFk581vnYCP9SRnVptSYumQucKLDjCN1dF3P2AQT4h591bl,,Facebook,16547456,11Alive,blank_for_now,blank_for_now,"{""follower_count"":2041626,""following_count"":0,""like_count"":8213,""post_count"":47,""views_count"":0,""comment_count"":2067,""share_count"":406}","Sammy Jackson, a beloved husband, father, and brother, was last seen Sunday night at a Dollar General in Warner Robins. Surveillance video captured him leaving the store and getting into his silver BMW. 

What happened next remains a mystery. His wife recalled receiving an unusual text from his phone that night:  https://www.11alive.com/article/news/local/missing-in-georgia/uber-driver-vanishes-central-georgia-found-dead-atlanta/85-62ea587b-fd2c-48be-bec5-fe8bf109cf71", ,no longer populated,,2025-02-01T16:00:14.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQ0tod3pNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0fd5f2419dbd875b6d8bfe2b323eb5153cbfb8f5/post-16547456-427901966-thumbnail,439,119,121,0,,
427576944,https://www.youtube.com/watch?v=2a_99r_4b7w,,YouTube,7167,11Alive,blank_for_now,blank_for_now,"{""follower_count"":2390000,""following_count"":0,""like_count"":5873533,""post_count"":120616,""views_count"":1445103943,""comment_count"":2016948,""share_count"":0}",Sammy Jackson vanished in central Georgia. His body was found in Atlanta., ,no longer populated,,2025-02-01T05:08:26.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRG5tdURNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1480abdb3bef7cff24132e751b558e7435d0625a/post-7167-427576944-thumbnail,33,0,0,3147,,
427531033,https://www.youtube.com/watch?v=EckrYsUh8X8,,YouTube,916424,FOX 5 Atlanta,blank_for_now,blank_for_now,"{""follower_count"":644000,""following_count"":0,""like_count"":782083,""post_count"":33134,""views_count"":498646038,""comment_count"":338900,""share_count"":0}","Atlanta police say they now have a person of interest in custody in connection with the murder of an Uber driver. Detectives found the body of former Fort Valley head basketball coach Samuel Jackson on Donald Lee Hollowell Parkway in Atlanta.

Subscribe to FOX 5 Atlanta!: https://bit.ly/3vpFpcm

Watch FOX 5 Atlanta Live: https://www.fox5atlanta.com/live

FOX 5 Atlanta delivers breaking news, live events, investigations, politics, entertainment, business news and local stories from metro Atlanta, north Georgia and across the nation.

Watch more from FOX 5 Atlanta on YouTube:
FOX 5 News: https://www.youtube.com/playlist?list=PLUgtVJuOxfqkmrF1fONNmi8nKI0Z-FPE-
FOX 5 Atlanta I-Team: https://www.youtube.com/playlist?list=PLUgtVJuOxfqlb_I16wBwizoAoUsfKEeWB
Good Day Atlanta: https://www.youtube.com/playlist?list=PLUgtVJuOxfqlKT5xsbsPFgr5EBzdsWTvG
FOX 5 Extras: https://www.youtube.com/playlist?list=PLUgtVJuOxfqli-5MS_2X-i6bNGWvV0RYP
You Decide: https://www.youtube.com/playlist?list=PLUgtVJuOxfqnCKb7UkRde2NXuaoPEAXut

Download the FOX 5 Atlanta app: https://www.fox5atlanta.com/app

Download the FOX 5 Storm Team app: https://www.fox5atlanta.com/storm

Follow FOX 5 Atlanta on Facebook: https://facebook.com/fox5atlanta

Follow FOX 5 Atlanta on Twitter: https://twitter.com/FOX5Atlanta

Follow FOX 5 Atlanta on Instagram: https://www.instagram.com/fox5atlanta/

Subscribe to the Morning Brief and other newsletters from FOX 5 Atlanta: https://www.fox5atlanta.com/email", ,no longer populated,,2025-02-01T03:39:38.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQWx2dHpNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--960f0e47f40da591d9f046d881e82585b3b097c2/post-916424-427531033-thumbnail,669,0,0,52625,,
427478427,https://twitter.com/13wmaznews/status/1885434135159660674,,Twitter,10183857,13WMAZ News,blank_for_now,blank_for_now,"{""follower_count"":80492,""following_count"":456,""like_count"":22104,""post_count"":208804,""views_count"":19385587,""comment_count"":4564,""share_count"":11065}",Person of interest in custody after Uber driver found shot to death in Atlanta following disappearance in central Georgia https://t.co/Lk9cRCzlSX, ,no longer populated,,2025-01-31T21:05:02.000Z,post data removed,,1,0,0,367,,
427229700,https://www.youtube.com/watch?v=J-zVo-nUwG8,,YouTube,7167,11Alive,blank_for_now,blank_for_now,"{""follower_count"":2390000,""following_count"":0,""like_count"":5872188,""post_count"":120533,""views_count"":1444433546,""comment_count"":2015718,""share_count"":0}","Sammy Jackson, a former coach and Uber driver, disappeared in Warner Robins. Days later, police found his body in Atlanta, sparking a multi-city homicide probe.", ,no longer populated,,2025-01-31T16:36:57.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSm4ycmpNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c526e61c892a0f7ae689d6ecbc50295c7372ed4f/post-7167-427229700-thumbnail,7,0,0,307,,
