PostId,PostUrl,PostEngagement,Platform,ChannelID,ChannelName,ChannelUid,ChannelUrl,ChannelEngagement,post_body_text,GoogleAudioText,VoskAudioText,EmbeddedContentText,published_at,post_data,post_media_urls,LikesCount,SharesCount,CommentsCount,ViewsCount,post_media_file,embedded_post_text,search_data
448140732,https://www.facebook.com/ajc/posts/pfbid0di2PWT4henS3juvUW3RAF2HRwmYzFRqe7cKcMuhXxKrmtVQ6e1Fm272K3cEVgzWul,,Facebook,16547580,The Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":881000,""following_count"":0,""like_count"":827216,""post_count"":39,""views_count"":0,""comment_count"":null,""share_count"":null}","With more than 100 sculptures, art installations and murals, the Atlanta Beltline is the largest outdoor public art collection in the Southeast. It’s hard to imagine that what became central to the project’s development began as an afterthought.", ,no longer populated,,2025-02-27T21:30:09.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRGd0OXpVPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f682a749c76ddcfe945668528608d8e19751fa16/post-16547580-448140732-thumbnail,3,0,0,0,,
448026205,https://www.facebook.com/ajc/posts/pfbid02WW5Q3co3MC8GCwET5n5QsWUgJNknifYo2tTgNxKMti3fP4yGUciEFqxMWiwPeK65l,,Facebook,16547580,The Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":881000,""following_count"":0,""like_count"":827216,""post_count"":39,""views_count"":0,""comment_count"":null,""share_count"":null}","With more than 100 sculptures, art installations and murals, the Atlanta Beltline is the largest outdoor public art collection in the Southeast.

More from our partner ARTSATL.org:", ,no longer populated,,2025-02-27T18:00:45.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQmhtOURVPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f16dd036075fe1c34ec44628d45aae1d6c06ca22/post-16547580-448026205-thumbnail,6,1,0,0,,
447523483,https://twitter.com/wabenews/status/1894915352611741734,,Twitter,6894890,WABE News,blank_for_now,blank_for_now,"{""follower_count"":24207,""following_count"":995,""like_count"":null,""post_count"":54609,""views_count"":null,""comment_count"":null,""share_count"":null}","Matthew Rao, chair of BeltLine Rail Now, and Hans Klein, an associate professor in the School of Public Policy at the Georgia Institute of Technology, joined ""Closer Look"" to talk about their opposing visions for transit along the Beltline.
https://t.co/h32iYrsx4i", ,no longer populated,,2025-02-27T01:00:00.000Z,post data removed,,1,1,1,216,,
447447566,https://bsky.app/profile/chadstanton.bsky.social/post/3lj3mozgcjc2e,,Bluesky,29846732,Zack Pizzaz,blank_for_now,blank_for_now,"{""follower_count"":28428,""following_count"":2015,""like_count"":null,""post_count"":18167,""views_count"":null,""comment_count"":null,""share_count"":null}","“Typically as you move further from tragedy, it grows further from the mind, but I’m encouraged people still care and people continue to come out and show support...Ahmaud’s life still means something to people.”

www.ajc.com/news/atlanta...", ,no longer populated,,2025-02-26T14:48:17.857Z,post data removed,,7308,1289,63,0,,
446393385,https://www.instagram.com/reel/DGf2vqXR8__/,,InstagramDirect,29017286,Dj Mars,blank_for_now,blank_for_now,"{""follower_count"":38845,""following_count"":7499,""like_count"":192966,""post_count"":14028,""views_count"":2474641,""comment_count"":19363,""share_count"":0}","Join us this Thursday  for some warm vibes on the Beltline 

Party people, join us for a special live Dj set at Just Add Honey. Yes, from 4pm-7pm today jjoin us as we provide some dope sounds, B-Sides and Tea. 

Pull up, vibe out with us and enjoy some groovy tunes as we get busy on the Beltline. 

@djshakim 
@djbobbyblack 
@djmars404 

684 John Wesley Dobbs Avenue
Unit E
Atlanta, GA 30312
United States

#atlanta #beltline #tea", I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful. I'm going to be a little bit more careful.,no longer populated,,2025-02-25T13:38:24.000Z,post data removed,,39,0,0,241,,
445901107,https://twitter.com/AttorneyGriggs/status/1894143964783018319,,Twitter,6648836,Gerald A. Griggs,blank_for_now,blank_for_now,"{""follower_count"":36351,""following_count"":28943,""like_count"":null,""post_count"":46187,""views_count"":null,""comment_count"":null,""share_count"":null}","“The fight is not over until the last appeals are denied and until every single person that is a part of the cover-up is held accountable – we will continue to push for 100% justice for Ahmaud,” Attorney Gerald Griggs said.
#AhmaudArbery 
https://t.co/EvtPD1fUTw", ,no longer populated,,2025-02-24T21:54:47.000Z,post data removed,,9,1,1,363,,
445634498,https://www.youtube.com/watch?v=t2f6huJTgB8,,YouTube,7167,11Alive,blank_for_now,blank_for_now,"{""follower_count"":2430000,""following_count"":0,""like_count"":5899379,""post_count"":121912,""views_count"":1463450037,""comment_count"":2018855,""share_count"":0}",The race was on Sunday afternoon on the scenic West End Trail of the Beltline., ,no longer populated,,2025-02-24T17:27:54.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCS3Fic2pVPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b4a6b51e3ea09dceec6bb146b865e753c2dc247e/post-7167-445634498-thumbnail,7,0,0,36,,
445764929,https://twitter.com/BWLH_/status/1894076724305895529,,Twitter,16134708,Because We Live Here,blank_for_now,blank_for_now,"{""follower_count"":14592,""following_count"":237,""like_count"":null,""post_count"":35274,""views_count"":null,""comment_count"":null,""share_count"":null}","I wish Trump could pardon the McMichael's... we still live with the shame of Ahmaud Arbery having a day in his honor in Georgia. Such a joke. Coddling black criminals as heroes... those days are ending. 

https://t.co/2gBPThZwmS", ,no longer populated,,2025-02-24T17:27:35.000Z,post data removed,,31,0,1,303,,
445726909,https://www.instagram.com/p/DGde304TAbj/,,InstagramDirect,29017369,AJC,blank_for_now,blank_for_now,"{""follower_count"":135652,""following_count"":890,""like_count"":807387,""post_count"":7483,""views_count"":9947797,""comment_count"":36658,""share_count"":0}","Hundreds of runners from local running groups gathered at the Atlanta Beltline’s West End Trail Sunday for a memorial run five years after Ahmaud Arbery’s murder.

Arbery's mother was in attendance and thanked them “for continuing to run with Ahmaud.”

“Typically as you move further from tragedy, it grows further from the mind, but I’m encouraged people still care and people continue to come out and show support,” said J.R. Hughes, a member of the South Fulton Running Partners. “Ahmaud’s life still means something to people.”

Thousands nationwide also participated with a promise that people have not forgotten the 25-year-old Black man, who was chased down and killed while jogging near Brunswick.

🖋️: Ashley Ahn / AJC
📷: Ben Gray for the Atlanta Journal-Constitution", ,no longer populated,,2025-02-24T15:30:50.000Z,post data removed,,4132,0,27,0,,
445782267,https://www.facebook.com/ajc/posts/pfbid02GkBi6kW7V4L5sgXaKB3ErMnqSaZbo3fNCzVJqaZRCNnmG8xqjgm4puVGoadygfXwl,,Facebook,16547580,The Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":878628,""following_count"":0,""like_count"":1531,""post_count"":26,""views_count"":0,""comment_count"":628,""share_count"":55}","Hundreds of runners from local running groups including South Fulton Running Partners #SFRP, Movers And Pacers and Black Men Run gathered at the Atlanta Beltline’s West End Trail Sunday for a memorial run five years after Ahmaud Arbery’s murder 👉 https://bit.ly/4gTVEoI", ,no longer populated,,2025-02-24T15:30:37.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRVBRdGpVPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--10f2289a60607b7806e9465d863914f17a4ce4ea/post-16547580-445782267-thumbnail,60,8,1,0,,
445771939,https://twitter.com/SaportaReport/status/1894037318979166363,,Twitter,6871192,SaportaReport,blank_for_now,blank_for_now,"{""follower_count"":12751,""following_count"":5249,""like_count"":291,""post_count"":31619,""views_count"":56003,""comment_count"":null,""share_count"":null}","West Midtown restaurant closures, Beltline funding fears and transparency on an upcoming Amsterdam Walk development were among the concerns addressed by the @InvestAtlanta board at its recent meeting.  @DelaneyTarr    https://t.co/iirWJmzIbF", ,no longer populated,,2025-02-24T14:51:01.000Z,post data removed,,1,0,0,182,,
445080522,https://www.facebook.com/FirstCoastNews/posts/pfbid0i2magqNqq3PwcUFcd8Pun4E3xagmhGXB5Twn451MuAAAnwiTL8MtYxGx2wPGkrnkl,,Facebook,16547484,First Coast News,blank_for_now,blank_for_now,"{""follower_count"":525893,""following_count"":0,""like_count"":3255,""post_count"":36,""views_count"":0,""comment_count"":982,""share_count"":790}","On Sunday, one running group will mark the annual Ahmaud Arbery Day, Feb. 23, with a 2.23-mile run along the Atlanta Beltline's West End Trail.", ,no longer populated,,2025-02-23T16:30:11.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSnBub2pVPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--54d50dd73591fb5e0af5cce190df7fb0cc4f59cc/post-16547484-445080522-thumbnail,207,15,111,0,,
445176604,https://twitter.com/FCN2go/status/1893699889592156577,,Twitter,10070836,First Coast News,blank_for_now,blank_for_now,"{""follower_count"":160344,""following_count"":1192,""like_count"":6699,""post_count"":328996,""views_count"":4777260,""comment_count"":4236,""share_count"":1454}","On Sunday, one running group will mark the annual Ahmaud Arbery Day, Feb. 23, with a 2.23-mile run along the Atlanta Beltline's West End Trail. https://t.co/P6KGxjiTfu", ,no longer populated,,2025-02-23T16:30:11.000Z,post data removed,,1,1,2,807,,
